instrument_name,tick_size_steps,quote_currency,min_trade_amount,counter_currency,settlement_period,settlement_currency,block_trade_tick_size,block_trade_min_trade_amount,block_trade_commission,option_type,expiration_timestamp,creation_timestamp,instrument_id,base_currency,contract_size,tick_size,instrument_type,taker_commission,maker_commission,strike,is_active,kind,rfq,price_index,creation_date,expiration_date,Date,Time
ETH-27DEC24-600-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285161,ETH,1.0,0.0001,reversed,0.0003,0.0003,600.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-800-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285162,ETH,1.0,0.0001,reversed,0.0003,0.0003,800.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-800-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285163,ETH,1.0,0.0001,reversed,0.0003,0.0003,800.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285164,ETH,1.0,0.0001,reversed,0.0003,0.0003,1000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285165,ETH,1.0,0.0001,reversed,0.0003,0.0003,1000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1200-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285166,ETH,1.0,0.0001,reversed,0.0003,0.0003,1200.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1200-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285167,ETH,1.0,0.0001,reversed,0.0003,0.0003,1200.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1400-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285168,ETH,1.0,0.0001,reversed,0.0003,0.0003,1400.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1400-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285169,ETH,1.0,0.0001,reversed,0.0003,0.0003,1400.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1705545060000,288925,ETH,1.0,0.0001,reversed,0.0003,0.0003,1500.0,True,option,False,eth_usd,2024-01-18 02:31:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1705545060000,288926,ETH,1.0,0.0001,reversed,0.0003,0.0003,1500.0,True,option,False,eth_usd,2024-01-18 02:31:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1600-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285170,ETH,1.0,0.0001,reversed,0.0003,0.0003,1600.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1600-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285171,ETH,1.0,0.0001,reversed,0.0003,0.0003,1600.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1800-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285172,ETH,1.0,0.0001,reversed,0.0003,0.0003,1800.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1800-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285173,ETH,1.0,0.0001,reversed,0.0003,0.0003,1800.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1900-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703782740000,285265,ETH,1.0,0.0001,reversed,0.0003,0.0003,1900.0,True,option,False,eth_usd,2023-12-28 16:59:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-1900-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703782740000,285266,ETH,1.0,0.0001,reversed,0.0003,0.0003,1900.0,True,option,False,eth_usd,2023-12-28 16:59:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285174,ETH,1.0,0.0001,reversed,0.0003,0.0003,2000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285175,ETH,1.0,0.0001,reversed,0.0003,0.0003,2000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2100-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285176,ETH,1.0,0.0001,reversed,0.0003,0.0003,2100.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2100-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285177,ETH,1.0,0.0001,reversed,0.0003,0.0003,2100.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2200-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285178,ETH,1.0,0.0001,reversed,0.0003,0.0003,2200.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2200-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285179,ETH,1.0,0.0001,reversed,0.0003,0.0003,2200.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2300-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285180,ETH,1.0,0.0001,reversed,0.0003,0.0003,2300.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2300-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285181,ETH,1.0,0.0001,reversed,0.0003,0.0003,2300.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2400-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285182,ETH,1.0,0.0001,reversed,0.0003,0.0003,2400.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2400-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285183,ETH,1.0,0.0001,reversed,0.0003,0.0003,2400.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285184,ETH,1.0,0.0001,reversed,0.0003,0.0003,2500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285185,ETH,1.0,0.0001,reversed,0.0003,0.0003,2500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2600-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285186,ETH,1.0,0.0001,reversed,0.0003,0.0003,2600.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2600-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285187,ETH,1.0,0.0001,reversed,0.0003,0.0003,2600.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2700-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285188,ETH,1.0,0.0001,reversed,0.0003,0.0003,2700.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2700-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285189,ETH,1.0,0.0001,reversed,0.0003,0.0003,2700.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2800-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285190,ETH,1.0,0.0001,reversed,0.0003,0.0003,2800.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2800-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285191,ETH,1.0,0.0001,reversed,0.0003,0.0003,2800.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2900-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1704913860000,287549,ETH,1.0,0.0001,reversed,0.0003,0.0003,2900.0,True,option,False,eth_usd,2024-01-10 19:11:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-2900-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1704913860000,287550,ETH,1.0,0.0001,reversed,0.0003,0.0003,2900.0,True,option,False,eth_usd,2024-01-10 19:11:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285192,ETH,1.0,0.0001,reversed,0.0003,0.0003,3000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285193,ETH,1.0,0.0001,reversed,0.0003,0.0003,3000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3100-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1704942720000,287633,ETH,1.0,0.0001,reversed,0.0003,0.0003,3100.0,True,option,False,eth_usd,2024-01-11 03:12:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3100-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1704942720000,287634,ETH,1.0,0.0001,reversed,0.0003,0.0003,3100.0,True,option,False,eth_usd,2024-01-11 03:12:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3200-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285194,ETH,1.0,0.0001,reversed,0.0003,0.0003,3200.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3200-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285195,ETH,1.0,0.0001,reversed,0.0003,0.0003,3200.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3400-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1704913860000,287551,ETH,1.0,0.0001,reversed,0.0003,0.0003,3400.0,True,option,False,eth_usd,2024-01-10 19:11:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3400-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1704913860000,287552,ETH,1.0,0.0001,reversed,0.0003,0.0003,3400.0,True,option,False,eth_usd,2024-01-10 19:11:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285196,ETH,1.0,0.0001,reversed,0.0003,0.0003,3500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285197,ETH,1.0,0.0001,reversed,0.0003,0.0003,3500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3600-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1704942660000,287631,ETH,1.0,0.0001,reversed,0.0003,0.0003,3600.0,True,option,False,eth_usd,2024-01-11 03:11:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-3600-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1704942660000,287632,ETH,1.0,0.0001,reversed,0.0003,0.0003,3600.0,True,option,False,eth_usd,2024-01-11 03:11:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-4000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285198,ETH,1.0,0.0001,reversed,0.0003,0.0003,4000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-4000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285199,ETH,1.0,0.0001,reversed,0.0003,0.0003,4000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-4500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285200,ETH,1.0,0.0001,reversed,0.0003,0.0003,4500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-4500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285201,ETH,1.0,0.0001,reversed,0.0003,0.0003,4500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-5000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285202,ETH,1.0,0.0001,reversed,0.0003,0.0003,5000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-5000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285203,ETH,1.0,0.0001,reversed,0.0003,0.0003,5000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-5500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285204,ETH,1.0,0.0001,reversed,0.0003,0.0003,5500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-5500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285205,ETH,1.0,0.0001,reversed,0.0003,0.0003,5500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-6000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285206,ETH,1.0,0.0001,reversed,0.0003,0.0003,6000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-6000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285207,ETH,1.0,0.0001,reversed,0.0003,0.0003,6000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-6500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285208,ETH,1.0,0.0001,reversed,0.0003,0.0003,6500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-6500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285209,ETH,1.0,0.0001,reversed,0.0003,0.0003,6500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-7000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285210,ETH,1.0,0.0001,reversed,0.0003,0.0003,7000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-7000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285211,ETH,1.0,0.0001,reversed,0.0003,0.0003,7000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-7500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285212,ETH,1.0,0.0001,reversed,0.0003,0.0003,7500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-7500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285213,ETH,1.0,0.0001,reversed,0.0003,0.0003,7500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-8000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285214,ETH,1.0,0.0001,reversed,0.0003,0.0003,8000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-8000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285215,ETH,1.0,0.0001,reversed,0.0003,0.0003,8000.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-8500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1703750460000,285216,ETH,1.0,0.0001,reversed,0.0003,0.0003,8500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-8500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1703750460000,285217,ETH,1.0,0.0001,reversed,0.0003,0.0003,8500.0,True,option,False,eth_usd,2023-12-28 08:01:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-9000-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1704921240000,287563,ETH,1.0,0.0001,reversed,0.0003,0.0003,9000.0,True,option,False,eth_usd,2024-01-10 21:14:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-9000-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1704921240000,287564,ETH,1.0,0.0001,reversed,0.0003,0.0003,9000.0,True,option,False,eth_usd,2024-01-10 21:14:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-9500-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,call,1735286400000,1704974100000,287881,ETH,1.0,0.0001,reversed,0.0003,0.0003,9500.0,True,option,False,eth_usd,2024-01-11 11:55:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-27DEC24-9500-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,month,ETH,0.0001,250,0.0003,put,1735286400000,1704974100000,287882,ETH,1.0,0.0001,reversed,0.0003,0.0003,9500.0,True,option,False,eth_usd,2024-01-11 11:55:00,2024-12-27 08:00:00,2024-02-09,21:33:36.259018
ETH-11FEB24-2050-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1707638400000,1707379260000,292072,ETH,1.0,0.0001,reversed,0.0003,0.0003,2050.0,True,option,False,eth_usd,2024-02-08 08:01:00,2024-02-11 08:00:00,2024-02-10,16:15:04.787188
ETH-11FEB24-2050-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1707638400000,1707379260000,292073,ETH,1.0,0.0001,reversed,0.0003,0.0003,2050.0,True,option,False,eth_usd,2024-02-08 08:01:00,2024-02-11 08:00:00,2024-02-10,16:15:04.787188
ETH-11FEB24-2100-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1707638400000,1707379260000,292074,ETH,1.0,0.0001,reversed,0.0003,0.0003,2100.0,True,option,False,eth_usd,2024-02-08 08:01:00,2024-02-11 08:00:00,2024-02-10,16:15:04.787188
ETH-11FEB24-2100-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1707638400000,1707379260000,292075,ETH,1.0,0.0001,reversed,0.0003,0.0003,2100.0,True,option,False,eth_usd,2024-02-08 08:01:00,2024-02-11 08:00:00,2024-02-10,16:15:04.787188
ETH-11FEB24-2150-C,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,call,1707638400000,1707379260000,292076,ETH,1.0,0.0001,reversed,0.0003,0.0003,2150.0,True,option,False,eth_usd,2024-02-08 08:01:00,2024-02-11 08:00:00,2024-02-10,16:15:04.787188
ETH-11FEB24-2150-P,"[{'above_price': 0.005, 'tick_size': 0.0005}]",ETH,1,USD,day,ETH,0.0001,250,0.0003,put,1707638400000,1707379260000,292077,ETH,1.0,0.0001,reversed,0.0003,0.0003,2150.0,True,option,False,eth_usd,2024-02-08 08:01:00,2024-02-11 08:00:00,2024-02-10,16:15:04.787188
